,,,,,,,Public Integrity Measures,,,,,Fiscal Openness,,,Citizen Engagement,,,Procurement,Access to Information Mechanisms,,Open Data,Elections,Justice,Public Services,How is it Done?,,,Who is Affected?,,,,Sectors,,,,,,,,,,,,,,Mainstreaming Issues,,OGP,Sum,Line Ministry Contact,,,,Working Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR,2,El Salvador,"1.4. Incorporar en el Portal InfoÚtil un catálogo de servicios que prestan las instituciones, los plazos, costos y requisitos que tienen cada uno de estos","1.4. Incorporar en el Portal InfoÚtil un catálogo de servicios que prestan las instituciones, los plazos, costos y requisitos que tienen cada uno de estos",Subsecretaría de Transparencia y Anticorrupción en coordinación con las entidades del Órgano Ejecutivo.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,1.5. Diseñar e implementar proyectos y mecanismos de mejora constante de los servicios públicos basados en la Carta Iberoamericana de Calidad en la Gestión Pública.,1.5. Diseñar e implementar proyectos y mecanismos de mejora constante de los servicios públicos basados en la Carta Iberoamericana de Calidad en la Gestión Pública.,Subsecretaría de Gobernabilidad y Modernización del Estado en coordinación con los 13 Ministerios.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"1.6. Realizar campañas educativas en el ámbito nacional, para servidores públicos y población, sobre el derecho de acceso a información.","1.6. Realizar campañas educativas en el ámbito nacional, para servidores públicos y población, sobre el derecho de acceso a información.",Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"1.7. Desarrollar programas de capacitación regional sobre derecho a información pública, dirigidos a población organizada en los municipios.","1.7. Desarrollar programas de capacitación regional sobre derecho a información pública, dirigidos a población organizada en los municipios.",Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"1.8. Desarrollar capacitaciones a funcionarios públicos de alto nivel, que garanticen la mejora y evaluación interna de sus procesos de acceso a información. En las modalidades presencial y en línea.","1.8. Desarrollar capacitaciones a funcionarios públicos de alto nivel, que garanticen la mejora y evaluación interna de sus procesos de acceso a información. En las modalidades presencial y en línea.",Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"1.9. Mantener control y evaluación permanente sobre las herramientas de participación ciudadana, solicitudes de información y quejas y denuncias en el portal Gobierno Abierto","1.9. Mantener control y evaluación permanente sobre las herramientas de participación ciudadana, solicitudes de información y quejas y denuncias en el portal Gobierno Abierto",Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,2.1. Elaborar una guía ciudadana de fácil comprensión en la que se expliquen los pasos a seguir para la presentación de quejas y avisos a las instituciones contraloras. Esta incorporará todas las posibilidades de denuncia que existen ante todos los organismos de control.,2.1. Elaborar una guía ciudadana de fácil comprensión en la que se expliquen los pasos a seguir para la presentación de quejas y avisos a las instituciones contraloras. Esta incorporará todas las posibilidades de denuncia que existen ante todos los organismos de control.,"Subsecretaria de Transparencia y Anticorrupción.
Corte de Cuentas de la República.
Fiscalía General de la República.
Tribunal de Ética Gubernamental.",None specified,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"2.2. Mejorar la calidad de la rendición de cuentas, a través de la focalización de temas que sean de mayor interés poblacional y de investigadores de políticas públicas, en las instituciones y el acercamiento territorial de las mismas.","2.2. Mejorar la calidad de la rendición de cuentas, a través de la focalización de temas que sean de mayor interés poblacional y de investigadores de políticas públicas, en las instituciones y el acercamiento territorial de las mismas.",Subsecretaría de Transparencia y Anticorrupción.,None specified,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,2.3. Elaborar y diseminar una Guía Ciudadana para la exigencia de la rendición de cuentas. Con los elementos mínimos a considerar para que las audiencias realizadas tengan dicha calidad.,2.3. Elaborar y diseminar una Guía Ciudadana para la exigencia de la rendición de cuentas. Con los elementos mínimos a considerar para que las audiencias realizadas tengan dicha calidad.,Subsecretaría de Transparencia y Anticorrupción en coordinación con organizaciones de la sociedad civil.,None specified,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"2.4. Diseñar mecanismos de acceso telefónico móvil, a través de mensajes de textos que desde el Portal de Gobierno Abierto divulgue información presentada en las rendiciones de cuentas.","2.4. Diseñar mecanismos de acceso telefónico móvil, a través de mensajes de textos que desde el Portal de Gobierno Abierto divulgue información presentada en las rendiciones de cuentas.",Subsecretaría de Transparencia y Anticorrupción.,None specified,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,2.5. Realizar campañas divulgativas de transparencia e integridad pública.,2.5. Realizar campañas divulgativas de transparencia e integridad pública.,"Subsecretaria de Transparencia y Anticorrupción.
Corte de Cuentas de la República.
Fiscalía General de la República.
Tribunal de Ética Gubernamental.",None specified,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"2.6. Coordinar con el Ministerio de Relaciones Exteriores el financiamiento y asistencia técnica para proponer al Ministerio de Educación una currícula de educación cívica, a través de la “Comunidad de las Democracias”.","2.6. Coordinar con el Ministerio de Relaciones Exteriores el financiamiento y asistencia técnica para proponer al Ministerio de Educación una currícula de educación cívica, a través de la “Comunidad de las Democracias”.",Subsecretaría de Transparencia y Anticorrupción en coordinación con el Ministerio de Educación.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"2.7. Formular los lineamientos específicos de reserva de información según los parámetros establecidos por el Reglamento y la Ley de Acceso a la Información Pública para que los servidores públicos actúen de forma íntegra ante la población con respecto a su derecho y la ciudadanía comprenda los criterios según la naturaleza o especialidad de la información, por los que se le puede negar.","2.7. Formular los lineamientos específicos de reserva de información según los parámetros establecidos por el Reglamento y la Ley de Acceso a la Información Pública para que los servidores públicos actúen de forma íntegra ante la población con respecto a su derecho y la ciudadanía comprenda los criterios según la naturaleza o especialidad de la información, por los que se le puede negar.",Instituto de Acceso a Información Pública.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,2.8. Elevar la calidad de la información que se presenta en los portales web de los entes obligados. Que denoten acceso total e íntegro de la información.,2.8. Elevar la calidad de la información que se presenta en los portales web de los entes obligados. Que denoten acceso total e íntegro de la información.,Instituto de Acceso a Información Pública y Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"2.9. Implementar sistemas de recepción de quejas y/o denuncias sobre posibles casos de corrupción, por las oficinas de información y su análisis por los encargados de la auditoría interna.","2.9. Implementar sistemas de recepción de quejas y/o denuncias sobre posibles casos de corrupción, por las oficinas de información y su análisis por los encargados de la auditoría interna.",Subsecretaría de Transparencia y Anticorrupción,None specified,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,2.10. Acompañar el esfuerzo de reforma a la Ley del enriquecimiento ilícito que impulsa la oficina de Probidad de la Corte Suprema de Justicia para proponer que las declaraciones patrimoniales de los funcionarios sean públicas.,2.10. Acompañar el esfuerzo de reforma a la Ley del enriquecimiento ilícito que impulsa la oficina de Probidad de la Corte Suprema de Justicia para proponer que las declaraciones patrimoniales de los funcionarios sean públicas.,Subsecretaría de Transparencia en coordinación con la oficina de probidad de la Corte Suprema de Justicia y la Unidad Técnica del Sector Justicia.,None specified,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,2.11. Continuar la publicación de casos de corrupción en el periódico digital Transparencia Activa del portal de Gobierno Abierto. Indagar además sobre posibilidad de realizar una impresión física de los casos publicados.,2.11. Continuar la publicación de casos de corrupción en el periódico digital Transparencia Activa del portal de Gobierno Abierto. Indagar además sobre posibilidad de realizar una impresión física de los casos publicados.,"Subsecretaría de Transparencia.
",None specified,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"3.1. Mejorar el portal de Transparencia Fiscal para la visualización de específica de componentes como: inversión social, subsidios, pago de deuda pública, y estimados de elusión y evasión. Garantizando así la publicación entendible y amigable de los datos fiscales","3.1. Mejorar el portal de Transparencia Fiscal para la visualización de específica de componentes como: inversión social, subsidios, pago de deuda pública, y estimados de elusión y evasión. Garantizando así la publicación entendible y amigable de los datos fiscales",Ministerio de Hacienda.,None specified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,1,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"3.2. Promover la contraloría ciudadana, que garantice la participación en la formulación de los presupuestos, presentando propuestas o necesidades de inversión, así como, participar en la vigilancia mediante observatorios u otros mecanismos del uso eficiente y destino de los recursos públicos.","3.2. Promover la contraloría ciudadana, que garantice la participación en la formulación de los presupuestos, presentando propuestas o necesidades de inversión, así como, participar en la vigilancia mediante observatorios u otros mecanismos del uso eficiente y destino de los recursos públicos.",Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,1,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,3.3. Formar e implementar los Comités de Auditoría en las instituciones públicas para que velen por el correcto uso de los recursos públicos.,3.3. Formar e implementar los Comités de Auditoría en las instituciones públicas para que velen por el correcto uso de los recursos públicos.,"Subsecretaría de Transparencia y Anticorrupción.
Ministerio de Educación.",None specified,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,4.1. Evaluar la infraestructura de las instituciones públicas y emitir recomendaciones para la creación de medidas que faciliten la inclusión de personas con discapacidad en la atención y servicios.,4.1. Evaluar la infraestructura de las instituciones públicas y emitir recomendaciones para la creación de medidas que faciliten la inclusión de personas con discapacidad en la atención y servicios.,Consejo Nacional de Ayuda Integral a la Persona con Discapacidad.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"4.2. Incorporar a los portales de Gobierno Abierto, medios de voz digitalizada que faciliten la lectura de información pública a personas ciegas.","4.2. Incorporar a los portales de Gobierno Abierto, medios de voz digitalizada que faciliten la lectura de información pública a personas ciegas.",Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"4.3. Desarrollar programas de capacitación sobre atención a personas con discapacidad, dirigidos a oficiales de información.","4.3. Desarrollar programas de capacitación sobre atención a personas con discapacidad, dirigidos a oficiales de información.","Consejo Nacional de Ayuda Integral a la Persona con Discapacidad.
Subsecretaría de Transparencia y Anticorrupción.",None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,4.4. Ampliación de la divulgación de la Ley de Acceso a información para personas ciegas a través de su publicación en braille.,4.4. Ampliación de la divulgación de la Ley de Acceso a información para personas ciegas a través de su publicación en braille.,"Subsecretaría de Transparencia y Anticorrupción.
Secretaría de la Cultura.
Consejo Nacional de Ayuda Integral a la Persona con Discapacidad.",None specified,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"5.1. Garantizar, por medio de las entidades públicas obligadas por la Ley de Acceso a Información Pública, que las empresas privadas que manejan fondos públicos hagan efectiva su obligación de brindar información sobre los mismos.","5.1. Garantizar, por medio de las entidades públicas obligadas por la Ley de Acceso a Información Pública, que las empresas privadas que manejan fondos públicos hagan efectiva su obligación de brindar información sobre los mismos.",Subsecretaría de Transparencia y Anticorrupción.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,5.2. Publicar en el portal Gobierno Abierto un listado general de todas las instituciones privadas que reciban fondos estatales.,5.2. Publicar en el portal Gobierno Abierto un listado general de todas las instituciones privadas que reciban fondos estatales.,Subsecretaría de Transparencia y Anticorrupción en coordinación con instituciones del Órgano Ejecutivo.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,El Salvador,"5.3. Incorporar mecanismos de rendición de cuentas en las instituciones privadas que reciben fondos públicos y ejecutan funciones públicas, capacitándolos en el uso de estas herramientas y concientizándolos que son Entes Obligados según la LAIP.","5.3. Incorporar mecanismos de rendición de cuentas en las instituciones privadas que reciben fondos públicos y ejecutan funciones públicas, capacitándolos en el uso de estas herramientas y concientizándolos que son Entes Obligados según la LAIP.",Subsecretaría de Transparencia y Anticorrupción en coordinación con instituciones del Órgano Ejecutivo que asignen fondos a entes privados.,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
